w1_hid,w1_pid,sex,age,slequal_OT,SDweek_OT,lfsat_OT,wstress_OT,happy_OT,health_OT,wellbe_OT,wave,educ_kat,estat,deti5_OT,hincome_6,jetlag_OT
100005371,10000537104,1,60,3,7.142857142857142,8,0.3333333333333333,8,2,3.6666666666666665,3,3,0,0,6,2.25
100006773,10000677302,2,54,3,6.583333333333334,3,0.3333333333333333,8,3,3.3333333333333335,3,2,0,0,5,0.8333333134651184
100003148,10000314802,1,34,3,7.892857142857142,8,1,8,3,5,3,2,0,0,3,2.5416667461395264
100001975,10000197502,2,42,3,6.6428571428571415,9,0.3333333333333333,9,5,5,3,2,0,0,6,0.25
100004916,10000491602,1,44,3,5.345238095238095,9,0,8,3,5,3,1,0,0,NA,1
100005676,10000567601,2,49,2,6.452380952380952,9,0.3333333333333333,9,1,3.6666666666666665,3,3,0,0,1,0.0833333358168602
100005981,10000598102,2,61,3,8.25,5,NA,5,3,5,3,2,4,0,2,0
100009154,10000915401,1,54,3,6.392857142857142,6,0,5,2,2.3333333333333335,3,3,0,0,6,2.125
100006298,10000629801,2,53,3,6.940476190476192,6,0,6,3,4,3,1,0,2,6,0.875
100004856,10000485601,1,62,4,7.5,7,NA,9,3,3.6666666666666665,3,3,4,0,2,0.25
100007843,10000784302,2,49,3,7.845238095238096,4,0,8,3,4.666666666666667,3,1,0,0,6,0.75
100008482,10000848205,1,19,4,8.452380952380953,8,0,8,4,5,3,2,3,0,6,0.5
100005654,10000565402,2,61,3,8,9,NA,8,3,4,3,1,4,0,3,0
100003681,10000368103,1,17,4,8.769047619047619,8,NA,9,4,5.333333333333333,3,1,3,0,5,1.25
100008131,10000813102,1,49,4,7.928571428571428,9,0,9,4,4,3,3,0,0,6,1
100001736,10000173602,1,40,3,5.785714285714286,9,0.3333333333333333,8,5,4.666666666666667,3,1,0,1,5,0.75
100005981,10000598101,1,64,3,7.416666666666667,6,NA,5,3,3.6666666666666665,3,1,4,0,2,0
100001725,10000172501,2,33,3,8.226190476190476,8,NA,4,3,3.6666666666666665,3,2,0,0,6,2
100003147,10000314704,1,18,4,7.321428571428572,9,0.3333333333333333,9,5,5.666666666666667,3,1,0,0,5,2.9166667461395264
100001882,10000188201,2,25,3,7.2142857142857135,9,0.3333333333333333,7,4,4.333333333333333,3,2,0,0,5,1.4583333730697632
100009424,10000942402,2,64,3,7.142857142857142,8,NA,8,4,3.3333333333333335,3,3,4,0,3,0.5
100002754,10000275401,1,40,3,7.928571428571428,7,0,7,4,5,3,3,0,0,NA,1.25
100005767,10000576701,1,61,3,8.716666666666667,9,NA,9,4,5,3,1,4,0,4,0
100005761,10000576102,1,37,1,5,NA,0.6666666666666666,5,1,3,3,1,0,1,3,0
100009176,10000917601,2,39,3,7.7142857142857135,8,0,7,4,4,3,3,0,0,6,1.4166666269302368
100006928,10000692801,2,77,3,6.5,10,NA,10,3,5,3,2,4,0,1,0.5
100009425,10000942501,2,37,4,8.197619047619048,9,0,9,4,4.666666666666667,3,3,0,0,3,1.25
100006791,10000679101,1,43,2,6.2142857142857135,6,0.3333333333333333,5,2,3,3,2,0,0,6,1.625
100005933,10000593301,2,42,3,5.738095238095238,7,NA,8,3,3.6666666666666665,3,2,NA,0,3,1.5833333730697632
100006166,10000616601,1,56,3,8.714285714285714,8,0.3333333333333333,8,3,4,3,2,0,0,5,1.25
100008824,10000882402,2,69,3,7.916666666666667,7,NA,8,2,4.666666666666667,3,2,4,0,3,0.0416666679084301
100009226,10000922602,2,36,3,7.666666666666666,7,0,7,4,3.6666666666666665,3,2,0,0,6,0
100007673,10000767301,1,42,4,6.5,3,0.3333333333333333,8,3,5.666666666666667,3,2,1,0,5,0
100009343,10000934302,2,33,2,7.166666666666667,2,0,2,4,2,3,2,5,1,6,1.125
100006154,10000615402,2,56,3,8.333333333333334,8,NA,9,3,5,3,1,2,0,3,0
100001898,10000189801,1,82,2,9.464285714285715,8,NA,7,2,2.6666666666666665,3,1,4,0,1,0.25
100004312,10000431201,1,52,3,7.547619047619048,8,0,8,3,3.6666666666666665,3,3,0,0,6,1.3333333730697632
100005727,10000572702,2,73,1,4.5,8,NA,7,2,4,3,2,4,0,1,0
100007245,10000724501,2,79,3,6.5,NA,NA,9,3,5,3,2,4,0,1,0
100007867,10000786702,1,29,2,8.797619047619047,9,NA,9,3,3.6666666666666665,3,1,1,1,NA,1.5416666269302368
100001442,10000144201,1,41,2,7.357142857142858,1,0.3333333333333333,5,3,3,3,1,0,0,5,2.75
100009221,10000922101,2,69,4,8,7,NA,7,2,4.666666666666667,3,2,4,0,2,0
100008912,10000891203,1,35,3,8.642857142857142,8,NA,6,3,3.6666666666666665,3,2,0,0,2,1
100003364,10000336401,2,56,3,8.059523809523808,7,0,5,3,1.6666666666666667,3,2,0,0,1,0.0416666679084301
100006787,10000678701,1,77,3,8,10,NA,10,2,4.666666666666667,3,3,4,0,3,0
100008736,10000873602,1,40,3,6.809523809523809,8,0.3333333333333333,8,4,3.3333333333333335,3,1,0,1,3,1.3333333730697632
100008629,10000862901,2,54,3,5.904761904761905,9,0,9,4,5,3,2,0,0,3,1.0416666269302368
100002181,10000218101,2,50,2,7.333333333333334,2,NA,7,3,2.3333333333333335,3,1,4,0,2,0
100004359,10000435901,1,48,4,7.690476190476192,9,0.3333333333333333,9,4,2,3,1,0,0,4,2
100003184,10000318402,2,64,1,8.25,8,NA,8,3,5,3,1,4,0,2,0.5416666865348816
100008452,10000845201,1,60,4,7.916666666666667,10,0,9,3,4.333333333333333,3,3,0,0,2,2.7083332538604736
100002179,10000217902,2,22,3,8.095238095238095,5,0.6666666666666666,2,3,2.6666666666666665,3,1,NA,1,1,2.0833332538604736
100002556,10000255602,2,40,3,7.202380952380952,8,0.3333333333333333,8,3,3.3333333333333335,3,2,0,0,4,1.5833333730697632
100006275,10000627501,1,68,2,6.5,9,NA,8,2,4,3,2,4,0,2,0
100006725,10000672501,2,77,3,8.142857142857142,6,0,6,4,4.333333333333333,3,3,4,0,NA,2.25
100005578,10000557801,1,71,3,6.25,7,NA,6,2,5.333333333333333,3,2,4,0,2,0
100006195,10000619503,1,24,2,7.357142857142858,8,0.3333333333333333,8,4,4,3,2,1,0,6,2.5
100001181,10000118102,2,62,2,7.25,7,0.3333333333333333,7,2,3.6666666666666665,3,2,0,0,5,0.875
100009532,10000953203,1,16,3,7.2857142857142865,3,NA,3,4,3.6666666666666665,3,1,3,0,6,2.625
100005549,10000554901,2,74,3,6,10,NA,7,3,3.3333333333333335,3,2,4,0,1,0
100008427,10000842701,1,37,3,7.642857142857142,8,0,7,5,4.333333333333333,3,2,0,0,6,1.5
100008361,10000836101,1,50,4,6.928571428571428,10,0,10,5,6,3,2,0,0,1,0.75
100003275,10000327502,1,43,2,8.22857142857143,4,0,5,3,2,3,2,1,0,5,0.550000011920929
100009183,10000918302,2,57,3,6.166666666666666,8,0,7,2,5,3,3,0,0,6,1.3333333730697632
100009136,10000913601,2,72,3,7.583333333333333,9,NA,9,3,4,3,2,4,0,1,0
100006168,10000616803,1,32,3,7.5,9,0,9,4,4.666666666666667,3,2,0,1,6,2.75
100002586,10000258601,1,70,3,6,7,NA,9,2,3,3,1,4,0,2,0
100008441,10000844101,1,49,3,6.928571428571428,6,0,9,3,4,3,3,0,0,5,1.25
100001498,10000149804,2,17,3,8.142857142857142,7,0,7,4,3.6666666666666665,3,1,3,0,6,1
100005354,10000535402,1,40,3,6.357142857142858,4,1,5,2,3.3333333333333335,3,1,0,1,2,0.625
100004997,10000499701,1,41,3,6.6428571428571415,8,0,8,2,3.3333333333333335,3,1,0,0,6,1.75
100007635,10000763502,2,38,2,5.5,8,0.6666666666666666,8,2,3.6666666666666665,3,2,0,0,6,1.7916666269302368
100003919,10000391901,2,44,3,7.571428571428571,7,0.3333333333333333,7,4,3.3333333333333335,3,2,0,0,3,1
100001624,10000162402,2,48,4,7.202380952380952,10,0.3333333333333333,8,5,5.333333333333333,3,1,0,0,NA,3.2083332538604736
100003494,10000349405,2,18,3,7.928571428571428,8,0.6666666666666666,8,3,3.6666666666666665,3,1,3,0,6,2.125
100005578,10000557802,2,68,3,7.666666666666666,6,NA,6,3,5,3,1,4,0,2,0
100009161,10000916102,1,68,3,7.833333333333333,8,NA,8,3,4.666666666666667,3,1,4,0,2,0
100009438,10000943801,2,64,2,7.75,8,NA,8,2,4.333333333333333,3,2,4,0,3,0.125
100005584,10000558403,2,19,2,6.9642857142857135,8,NA,7,3,4.666666666666667,3,2,3,0,6,1.875
100002765,10000276501,2,47,3,5.5,10,0,10,1,4.333333333333333,3,2,0,0,NA,2.25
100007627,10000762702,2,41,4,6,8,0.3333333333333333,7,5,3.6666666666666665,3,1,0,0,6,1
100001941,10000194105,2,16,3,8,9,NA,10,4,3.6666666666666665,3,1,3,0,3,1.25
100005129,10000512904,1,21,2,7.5,4,NA,4,3,2.6666666666666665,3,2,3,0,4,0
100008556,10000855602,1,81,3,10,9,NA,3,2,NA,3,1,4,0,2,0
100006436,10000643602,2,62,3,6.928571428571428,3,NA,5,2,2,3,1,4,0,NA,0.5
100003139,10000313905,2,17,4,9.285714285714285,8,NA,9,5,5,3,1,3,0,5,1.7083333730697632
100006125,10000612501,2,42,3,6.976190476190475,8,0.6666666666666666,7,4,4.333333333333333,3,3,0,0,5,0.7916666865348816
100008746,10000874601,2,40,2,6.785714285714286,9,0.3333333333333333,9,4,3.3333333333333335,3,2,0,0,6,1
100003161,10000316101,1,55,4,8.11904761904762,9,0,9,5,4.333333333333333,3,3,1,0,6,1
100002118,10000211801,1,25,4,6.5,8,NA,7,5,4,3,2,0,0,3,0.0416666679084301
100005593,10000559301,2,78,1,6.5,4,NA,8,3,4.333333333333333,3,3,4,0,1,0
100004624,10000462401,2,62,2,7.25,8,NA,5,3,4,3,2,4,2,NA,0
100004242,10000424202,1,70,2,9.333333333333334,5,NA,7,1,1.3333333333333333,3,2,4,0,3,0.0416666679084301
100003139,10000313903,2,42,3,7.2857142857142865,8,0.3333333333333333,8,1,4,3,2,0,0,5,0.7083333134651184
100008839,10000883901,1,56,4,5.8809523809523805,2,0,9,4,4,3,3,0,0,6,0.375
100009132,10000913202,1,78,3,8.416666666666666,8,NA,8,2,4,3,3,4,0,3,0
100004121,10000412101,2,58,4,7.3880952380952385,9,0,9,4,5,3,2,4,0,6,0.4166666567325592
100005988,10000598801,1,36,3,8.071428571428571,7,0.6666666666666666,8,3,4,3,2,1,0,2,2.5
100006122,10000612203,1,19,3,6.9642857142857135,8,0,9,4,4.666666666666667,3,2,3,0,5,1.875
100005395,10000539501,1,75,2,8,8,NA,8,2,4.666666666666667,3,3,4,0,1,0
100005762,10000576204,2,15,4,7.428571428571429,9,NA,9,5,5,3,1,3,0,6,3.25
100009315,10000931501,1,69,3,9,8,NA,7,3,4.333333333333333,3,2,4,0,5,0
100006193,10000619303,1,47,3,6.8571428571428585,8,0,9,3,3.6666666666666665,3,2,0,0,2,0.25
100004132,10000413203,1,15,3,8.964285714285715,7,NA,7,4,5,3,NA,3,0,3,0.5
100006122,10000612201,2,41,3,8.285714285714285,8,0,7,3,5,3,2,0,0,5,1.5
100008657,10000865701,1,77,3,7.833333333333333,10,NA,10,2,5.666666666666667,3,3,4,0,3,0
100003543,10000354301,1,76,4,9.333333333333334,5,NA,8,2,4,3,1,4,0,2,0.6666666865348816
100001932,10000193203,2,15,3,8.678571428571429,6,NA,7,3,5,3,1,3,0,1,1.125
100007655,10000765501,2,54,2,8,5,NA,5,1,3,3,2,4,0,3,0
100003384,10000338402,1,49,3,7.428571428571429,9,0,8,4,4.666666666666667,3,3,0,0,NA,1.25
100008812,10000881202,1,32,3,8.321428571428571,7,0,8,3,4.333333333333333,3,3,0,2,3,0.25
100006825,10000682503,2,35,3,7.738095238095238,7,0,7,3,4,3,1,0,1,3,2.0833332538604736
100005613,10000561301,1,68,3,8.5,7,0,7,3,4.333333333333333,3,3,4,0,2,0
100008645,10000864501,2,63,3,6.166666666666666,8,NA,9,4,5.333333333333333,3,3,4,0,3,0
100008157,10000815701,2,45,3,7.833333333333333,3,0,3,3,3.6666666666666665,3,1,0,0,2,0.75
100003187,10000318701,1,27,3,7.142857142857142,7,0.3333333333333333,8,3,4,3,1,4,0,2,2.125
100009387,10000938704,1,20,3,8.642857142857142,6,0,7,3,3.6666666666666665,3,1,0,0,5,2.75
100005785,10000578504,1,16,3,8.107142857142858,7,NA,8,4,5,3,1,3,0,6,2.125
100005619,10000561901,2,79,3,7,8,NA,5,2,3,3,2,4,0,1,0
100003984,10000398402,2,46,3,9.571428571428573,9,0,7,5,5,3,1,0,0,6,1.75
100001996,10000199601,1,35,3,6.261904761904762,0,0.3333333333333333,5,5,5,3,2,0,2,NA,1.4583333730697632
100005141,10000514102,1,21,3,8.738095238095239,7,0,8,4,3,3,2,3,0,5,0.5833333134651184
100004859,10000485903,2,61,3,8,5,NA,8,2,4.333333333333333,3,1,4,0,4,0
100007186,10000718601,2,25,2,5.190476190476191,8,0.3333333333333333,10,2,5,3,2,5,1,3,2.4166667461395264
100007787,10000778701,1,61,3,7,7,0.3333333333333333,9,3,5.333333333333333,3,1,4,0,3,0
100006275,10000627503,2,40,3,8.880952380952381,8,0.3333333333333333,8,3,3.6666666666666665,3,2,0,0,2,1.8333333730697632
100009189,10000918901,2,64,2,6.75,8,NA,8,2,4,3,1,4,0,1,0
100004916,10000491603,1,24,4,8.916666666666666,10,0,8,4,4.333333333333333,3,2,0,0,NA,1
100007172,10000717202,1,66,4,8,10,NA,10,3,4,3,1,4,0,3,0
100006112,10000611201,1,34,3,8.5,7,0.3333333333333333,6,3,4,3,3,0,1,5,0
100008779,10000877902,1,65,3,7.833333333333333,8,0,9,3,4.333333333333333,3,1,4,0,2,0
100006532,10000653202,1,54,3,7.0357142857142865,7,0,8,3,3.6666666666666665,3,2,1,0,NA,1
100002966,10000296601,1,65,4,9.833333333333334,8,NA,6,2,4,3,1,4,0,1,0
100003565,10000356501,1,29,3,6.952380952380953,8,0.6666666666666666,8,5,5,3,3,0,2,4,1.0833333730697632
100005899,10000589901,2,42,3,8.285714285714285,5,0,3,4,3.6666666666666665,3,2,0,0,6,0.5
100005982,10000598202,1,32,2,5.214285714285714,7,0.3333333333333333,7,3,3.6666666666666665,3,3,1,1,6,0.25
100001262,10000126201,2,33,3,7.428571428571429,8,0,8,3,3.6666666666666665,3,3,0,0,6,1.25
100006818,10000681801,2,42,3,7.226190476190476,8,0.3333333333333333,8,3,3.6666666666666665,3,1,0,0,6,1.4583333730697632
100001497,10000149704,2,47,4,9.80952380952381,9,0,8,5,5,3,2,0,0,6,1.8333333730697632
100002251,10000225102,2,50,3,8,10,0,7,4,4.666666666666667,3,2,0,0,5,0.625
100005619,10000561902,1,46,3,7,3,0,7,3,4,3,2,0,0,1,0.5
100005476,10000547602,1,32,4,7.166666666666667,8,0,8,3,4.666666666666667,3,2,0,1,5,2.8333332538604736
100006965,10000696502,1,51,3,7.642857142857142,6,0.3333333333333333,5,2,2.3333333333333335,3,1,1,0,3,1.25
100007284,10000728402,2,67,2,8.75,7,NA,8,2,3.6666666666666665,3,2,4,0,2,0
100005563,10000556301,2,39,3,6.785714285714286,3,0.3333333333333333,4,3,3.3333333333333335,3,2,0,0,5,2.4583332538604736
100003944,10000394401,2,51,3,6.5,10,0,10,4,5,3,1,0,0,4,2.25
100006499,10000649902,2,48,1,7.5,6,NA,5,2,3.3333333333333335,3,1,1,0,6,0.5
100007732,10000773201,2,65,3,7,NA,NA,6,4,4,3,3,4,0,1,0
100001947,10000194701,2,61,3,8,8,NA,8,3,5,3,1,4,0,2,0.125
100003286,10000328601,2,65,4,7.142857142857142,10,NA,9,3,5,3,1,4,0,3,0.25
100005632,10000563202,2,72,3,7.357142857142858,8,0,5,3,3.6666666666666665,3,3,4,0,3,0.75
100007485,10000748501,2,52,3,6.571428571428572,7,0,5,3,2,3,2,0,0,2,2
100005633,10000563301,1,42,3,7.2857142857142865,8,0,10,5,5.333333333333333,3,2,0,2,6,1.5
100007774,10000777401,1,64,4,7.5,8,NA,8,3,4.333333333333333,3,1,4,0,3,0.1666666716337204
100008839,10000883903,2,27,3,7.25,5,0.3333333333333333,6,3,3.3333333333333335,3,3,0,0,6,3.125
100005382,10000538201,1,67,1,6,5,NA,4,1,3.3333333333333335,3,1,4,0,4,0
100006818,10000681804,2,21,3,7.476190476190476,9,0,9,4,5,3,2,3,0,6,0.8333333134651184
100003332,10000333201,2,71,1,9.916666666666666,8,NA,8,3,4,3,2,4,0,6,0.5
100002871,10000287103,2,18,4,10.714285714285715,9,NA,9,5,4.666666666666667,3,1,3,0,6,0.25
100007339,10000733902,1,56,3,6.9642857142857135,4,0,6,2,4,3,2,0,0,6,0.375
100005386,10000538601,2,49,2,5.285714285714286,6,0,6,2,2.6666666666666665,3,1,0,0,2,0.5
100008986,10000898602,1,36,3,8.916666666666666,9,NA,10,4,4.666666666666667,3,2,5,2,6,0.0416666679084301
100001798,10000179801,1,45,3,8.523809523809524,8,0.3333333333333333,2,1,3.6666666666666665,3,2,0,1,4,2.1666667461395264
100006279,10000627902,2,36,3,7.142857142857142,8,0,8,3,5,3,2,0,0,3,1.5
100001893,10000189301,1,72,3,8.095238095238095,8,NA,8,3,4,3,2,4,0,2,0.0416666679084301
100004161,10000416102,1,45,2,6.142857142857142,8,0.3333333333333333,8,3,2,3,1,1,0,6,2.125
100002791,10000279101,2,47,3,6.2857142857142865,7,0,7,3,4,3,2,0,0,4,1
100003169,10000316901,1,57,3,6.178571428571428,8,0.6666666666666666,8,3,4.333333333333333,3,1,1,0,4,0.7083333134651184
100008567,10000856701,1,29,4,7.2857142857142865,6,0.6666666666666666,6,3,4.333333333333333,3,1,0,0,3,2.75
100004157,10000415701,2,75,4,8.25,9,NA,8,4,6,3,2,4,0,1,0.375
100005639,10000563901,1,50,3,3.9166666666666665,8,0.3333333333333333,9,3,5.333333333333333,3,1,0,0,6,0.0416666679084301
100002236,10000223604,1,33,3,7,8,0,6,4,3.6666666666666665,3,2,0,0,5,0.5
100008737,10000873701,2,28,3,6,9,0.3333333333333333,9,4,5,3,3,5,2,4,0.8333333134651184
100002321,10000232101,2,30,3,8.5,7,NA,5,4,4.666666666666667,3,2,2,0,NA,1.125
100002184,10000218401,1,50,3,7.273809523809525,8,0.3333333333333333,8,3,3.6666666666666665,3,3,0,0,5,0.8333333134651184
100003724,10000372402,2,63,3,7,8,NA,9,2,4.666666666666667,3,3,4,0,NA,0.25
100006859,10000685902,2,48,4,6.738095238095238,8,0,8,3,4.666666666666667,3,2,0,0,6,0.8333333134651184
100005179,10000517901,1,54,3,8.285714285714285,7,0.3333333333333333,5,3,3,3,3,1,0,NA,0.5
100001136,10000113601,2,29,4,7.988095238095238,9,0.3333333333333333,9,5,4.666666666666667,3,3,0,0,6,1.25
100007355,10000735502,1,31,3,6.785714285714286,8,0,8,3,4.666666666666667,3,3,0,2,5,1.5
100008978,10000897802,1,74,3,7.0357142857142865,NA,0,8,4,4.666666666666667,3,2,4,0,4,0.0416666679084301
100007526,10000752601,1,64,3,6.928571428571428,9,NA,9,3,4.666666666666667,3,2,4,0,1,1.25
100001867,10000186701,2,79,3,7.166666666666667,9,NA,8,2,4,3,1,4,0,1,0.375
100005742,10000574201,2,66,3,7.75,5,NA,5,2,3,3,1,4,0,2,0
100001388,10000138801,2,44,2,8.214285714285715,6,0.6666666666666666,7,3,5,3,2,0,0,3,2.25
100006698,10000669801,2,29,3,7.75,9,0,8,4,4.666666666666667,3,3,3,0,1,1.875
100004795,10000479502,2,38,3,7.071428571428572,8,0,8,4,4.333333333333333,3,1,0,0,4,0.75
100007192,10000719201,2,41,3,6.761904761904762,7,0.6666666666666666,7,3,3,3,2,0,0,6,2.6666667461395264
100005422,10000542201,1,36,3,6.428571428571428,8,0,8,3,3.6666666666666665,3,1,0,1,5,1
100008656,10000865601,2,27,2,6,5,NA,5,5,4.333333333333333,3,2,5,2,3,1.2083333730697632
100004566,10000456602,2,63,3,7.833333333333333,6,NA,7,2,4,3,2,4,0,2,0
100008164,10000816404,1,20,2,7.726190476190475,7,0.3333333333333333,5,3,2.6666666666666665,3,2,3,0,6,0.5416666865348816
100003787,10000378701,1,29,3,7.428571428571429,9,0,7,4,4.666666666666667,3,2,0,2,4,1.5
100001939,10000193903,2,16,3,8,8,NA,7,4,5,3,1,3,0,4,0.875
100009345,10000934503,2,15,3,9.5,8,NA,7,5,5,3,1,3,0,5,0.5
100006728,10000672801,1,68,3,8,8,NA,8,2,4.333333333333333,3,2,4,0,3,0
100005648,10000564804,2,19,2,6.8571428571428585,7,NA,7,5,4.666666666666667,3,1,3,0,6,2.5
100003965,10000396501,2,52,2,10,10,NA,7,2,4,3,1,2,0,5,0.25
100005726,10000572601,2,60,3,5.833333333333333,8,0,9,2,4.666666666666667,3,1,4,0,1,0
100002936,10000293601,1,63,3,8.5,8,NA,8,3,5,3,2,4,0,1,0
100004782,10000478201,2,58,3,8.285714285714285,8,0.3333333333333333,9,3,4.666666666666667,3,3,0,0,3,2
100001843,10000184301,1,37,4,6.083333333333333,8,0.3333333333333333,8,3,4,3,2,0,0,4,0.7666666507720947
100009494,10000949401,2,77,3,7.75,8,NA,8,2,3.6666666666666665,3,2,4,0,5,0
100002349,10000234902,1,52,4,6.523809523809525,7,0,8,2,4.666666666666667,3,1,0,0,4,1.0833333730697632
100003951,10000395101,2,72,3,8.285714285714285,8,NA,8,2,4,3,2,4,0,1,0.5
100007621,10000762102,2,46,3,7.25,9,0,9,2,5,3,3,0,0,6,0
100005653,10000565301,2,63,4,9,5,NA,4,2,4.333333333333333,3,1,4,0,1,0
100008454,10000845401,1,73,3,9,5,NA,5,2,3.3333333333333335,3,3,4,0,3,0
100009532,10000953201,1,42,3,8.142857142857142,9,0,9,5,4.333333333333333,3,2,0,0,6,1.25
100001877,10000187702,1,36,4,6.261904761904762,8,0.3333333333333333,8,4,5,3,2,0,0,3,0.75
100005369,10000536901,2,44,3,6.2142857142857135,7,0.3333333333333333,8,4,4,3,2,0,0,4,0.75
100002884,10000288401,1,23,3,6.571428571428572,7,0.6666666666666666,8,4,4.333333333333333,3,2,0,0,3,1.0833333730697632
100004673,10000467301,2,69,3,9,10,NA,6,2,4.333333333333333,3,1,4,0,1,0
100002273,10000227302,1,42,3,9,9,0.6666666666666666,6,3,4.333333333333333,3,1,1,0,6,0.25
100006193,10000619306,2,18,3,7.142857142857142,NA,NA,8,4,5,3,1,3,0,2,1.75
100008957,10000895703,2,27,4,8.488095238095239,8,0.3333333333333333,8,5,4,3,2,NA,1,3,0.25
100003544,10000354401,1,85,2,10.333333333333334,7,NA,6,2,3.3333333333333335,3,2,4,0,1,0
100007788,10000778802,2,35,3,6.75,9,0,10,3,4.333333333333333,3,2,0,0,6,1.625
100005933,10000593303,1,22,3,5.892857142857142,8,0,8,3,5,3,2,0,0,3,4.583333492279053
100004246,10000424604,1,30,4,8.071428571428571,9,0.3333333333333333,9,4,NA,3,2,0,1,6,2.125
100003858,10000385802,2,33,3,9,5,NA,6,3,NA,3,1,5,1,NA,0.75
100007859,10000785901,2,36,4,7.428571428571429,8,0,5,4,5.666666666666667,3,1,0,0,5,2.75
100008977,10000897702,1,49,3,7.726190476190475,7,0,7,3,4.333333333333333,3,1,0,0,2,2.5
100005366,10000536602,1,45,2,9.642857142857144,2,0,1,1,1.3333333333333333,3,2,2,0,3,0.75
100006531,10000653102,2,53,3,7.333333333333334,7,0,8,3,4.333333333333333,3,1,1,0,2,0
100006538,10000653801,1,60,3,9,7,0,7,3,3.6666666666666665,3,1,0,0,2,0.1666666716337204
100004221,10000422101,2,51,4,9.511904761904761,10,0,10,5,5.333333333333333,3,2,0,0,6,0.5
100008696,10000869605,2,46,3,7.571428571428571,6,NA,5,3,4.333333333333333,3,1,0,0,6,2
100008678,10000867801,1,48,4,7.983333333333333,9,0.3333333333333333,9,4,4,3,3,0,0,3,0.5
100005615,10000561501,2,43,4,7.642857142857142,7,0,7,5,4.666666666666667,3,3,0,0,6,1.25
100003327,10000332702,2,68,2,8.25,7,NA,7,3,3,3,1,4,0,1,0.5
100005687,10000568701,2,68,3,5,7,NA,7,3,4.333333333333333,3,2,4,0,1,0.6666666865348816
100003118,10000311802,2,35,4,7.25,10,NA,6,4,4.333333333333333,3,2,0,0,5,0
100006657,10000665701,1,37,3,7.380952380952381,8,0,8,4,4.666666666666667,3,3,0,2,6,1.125
100006448,10000644801,2,40,3,5.733333333333333,4,NA,4,3,3,3,1,0,0,3,1.125
100008957,10000895704,2,23,4,8.19047619047619,9,0.3333333333333333,7,4,3.3333333333333335,3,3,3,1,3,0.1666666716337204
100006918,10000691801,1,50,3,7.238095238095238,8,0,8,3,2.3333333333333335,3,3,0,0,6,1.7083333730697632
100007621,10000762103,1,22,3,8,7,0.3333333333333333,7,3,4.333333333333333,3,3,3,0,6,0
100005667,10000566702,2,38,3,6.785714285714286,7,0.3333333333333333,7,4,3,3,2,0,0,5,1.5
100003979,10000397902,1,39,3,5.833333333333333,10,0,10,5,6,3,1,0,0,2,1.5
100003598,10000359801,1,59,3,5.833333333333333,5,0.3333333333333333,8,3,3,3,3,0,0,6,0
100006996,10000699601,2,36,3,6.988095238095238,8,0,8,4,5,3,3,0,0,6,0.7083333134651184
100003723,10000372302,1,69,4,8.547619047619047,8,NA,8,3,3,3,2,4,0,3,0.5
100004495,10000449504,1,20,3,9.071428571428571,9,0,8,4,4,3,2,3,0,5,0.25
100002976,10000297602,2,67,3,13.483333333333333,8,NA,9,3,3.6666666666666665,3,1,4,0,3,0
100002589,10000258901,2,54,2,8.047619047619047,9,0,9,2,5,3,1,1,0,NA,0.1666666716337204
100007634,10000763401,2,60,2,6,5,NA,5,3,3.6666666666666665,3,1,4,0,1,0
100003212,10000321203,1,18,4,8.809523809523808,6,NA,6,4,5,3,1,3,0,5,2.6666667461395264
100009328,10000932802,2,53,4,8.059523809523808,9,0,9,4,5,3,2,0,0,NA,0.5
100003278,10000327802,2,66,3,8.333333333333334,8,NA,7,2,3,3,3,4,2,5,1.5
100009169,10000916902,1,64,3,6.916666666666666,8,NA,8,4,5,3,1,4,0,3,0
100008836,10000883601,1,28,3,7.702380952380953,8,0,8,4,4.666666666666667,3,2,0,2,5,1.2999999523162842
100008995,10000899501,1,27,4,7,9,0,9,4,4.666666666666667,3,3,0,2,6,0
100005356,10000535601,1,62,3,9,5,NA,4,2,2,3,2,4,0,1,0.7083333134651184
100005956,10000595602,2,31,3,7.5,NA,0.3333333333333333,8,4,4.666666666666667,3,3,0,1,6,1
100004169,10000416902,1,32,1,7.5,3,0.3333333333333333,3,2,3,3,2,0,2,3,0
100008561,10000856102,1,44,4,7.857142857142858,9,0,7,4,5.333333333333333,3,1,1,0,4,2.5
100002285,10000228501,1,48,2,5.5,8,NA,7,2,4,3,2,4,0,3,0
100002846,10000284602,1,58,3,8.142857142857142,9,0.6666666666666666,6,4,4,3,1,0,0,NA,2.5416667461395264
100006124,10000612402,1,60,3,6.5,8,NA,9,2,4,3,1,0,0,1,0
100001556,10000155601,1,35,2,8.071428571428571,9,0,8,4,3.3333333333333335,3,2,0,0,5,1
100006975,10000697501,1,37,3,10,7,0.3333333333333333,6,2,3.6666666666666665,3,1,2,0,4,1.5
100004445,10000444501,2,64,4,7,5,0,2,3,2,3,1,4,0,1,0
100003694,10000369402,2,37,3,8.214285714285715,8,0,8,4,4,3,2,0,0,6,2.25
100007246,10000724602,1,69,3,6,3,NA,5,2,2.3333333333333335,3,1,4,0,3,0.4166666567325592
100004844,10000484402,2,49,2,6.8571428571428585,7,0.3333333333333333,7,2,3.6666666666666665,3,3,0,0,5,0.3333333432674408
100005686,10000568601,1,42,4,8,9,0,9,5,4,3,3,0,0,6,1.1666666269302368
